"Gene","Expression"
"DENND5B",0.803173241852487
"MT-ND4L",0.802172670097198
"CDK6",0.801743853630646
"HOOK2",0.801029159519726
"OSBPL8",0.800743281875357
"WDFY3",0.800457404230989
"NR3C1",0.799313893653516
"USP13",0.798170383076043
"GAPDH",0.797455688965123
"MAST2",0.797026872498571
"TRIM54",0.796455117209834
"B2M",0.79631217838765
"GTF2I",0.796169239565466
"ANO5",0.796026300743282
"SRRM2",0.796026300743282
"TMEM164",0.79559748427673
"TOM1L2",0.7931675242996
"MARCH3",0.792881646655232
"BRE",0.792452830188679
"PDE1A",0.791309319611206
"CDKAL1",0.790165809033734
"PCNXL4",0.788879359634077
"CST3",0.785305889079474
"TSPAN9",0.784734133790738
"CRIP2",0.784448256146369
"PDE8A",0.784162378502001
"PHIP",0.783876500857633
"TBC1D8",0.783304745568897
"EIF4G3",0.782875929102344
"RP11-141M1.3",0.782875929102344
"FTH1",0.782590051457976
"PHF21A",0.78201829616924
"NCOA3",0.78201829616924
"OGT",0.781732418524871
"ZSWIM6",0.780588907947399
"NCOR1",0.780160091480846
"TRAPPC9",0.778873642081189
"ANKS1A",0.778444825614637
"COL4A1",0.777587192681532
"SEPW1",0.777301315037164
"NFE2L2",0.776729559748428
"AKT3",0.775014293882218
"ARID2",0.773441966838193
"GAREM1",0.773299028016009
"KIAA0232",0.7715837621498
"CTNND2",0.770583190394511
"SMYD2",0.770011435105775
"TMEM161B-AS1",0.769296740994854
"NUTM2B-AS1",0.767867352773013
"C20orf194",0.766866781017724
"MAP3K5",0.765723270440252
"AGTPBP1",0.765294453973699
"SIK2",0.765151515151515
"THRAP3",0.762864493996569
"SLC25A3",0.762864493996569
"SCN7A",0.762435677530017
"NT5DC1",0.762435677530017
"ZNF438",0.760291595197256
"UBR2",0.759719839908519
"EIF1",0.759576901086335
"PLCB1",0.759148084619783
"NHSL1",0.758862206975415
"FGF14",0.757861635220126
"MIR646HG",0.756432246998285
"ATF7IP",0.756289308176101
"WWP1",0.756146369353917
"PPARGC1B",0.754431103487707
"NID1",0.754145225843339
"PCMTD1",0.754145225843339
"WDR60",0.752287021154946
"HACD1",0.752144082332762
"UBAC2",0.751572327044025
"PCNX",0.749285305889079
"RNF19A",0.749142367066895
"SHPRH",0.748141795311607
"MT-ATP6",0.747427101200686
"NPAS2",0.746426529445397
"MYO9A",0.746283590623213
"MCC",0.746140651801029
"MT-ND3",0.745711835334477
"TRPS1",0.744568324757004
"HNRNPC",0.743138936535163
"LONP2",0.74199542595769
"EDA",0.741566609491138
"AGAP1",0.74128073184677
"BSG",0.739851343624929
"ANO6",0.738993710691824
"FBXO40",0.73885077186964
"VWC2",0.737278444825615
"ADD3",0.737135506003431
"ADPRHL1",0.736706689536878
"SGMS1",0.736563750714694
"HIVEP3",0.735420240137221
"RAB28",0.734991423670669
"ADAMTS9",0.733847913093196
"DSTN",0.733847913093196
"MGAT4C",0.733562035448828
"ADGRD1",0.73327615780446
"ARID5B",0.732704402515723
"MIR1-1HG",0.732704402515723
"EFCAB2",0.731846769582619
"ZNF644",0.731703830760435
"LIMS2",0.73084619782733
"DOCK5",0.73084619782733
"ALPK3",0.730417381360778
"OGDH",0.729416809605489
"INSR",0.7284162378502
"KIDINS220",0.725700400228702
"CAP2",0.725700400228702
"C1orf168",0.724985706117782
"STOX2",0.724271012006861
"RAB3GAP1",0.722555746140652
"ADAM10",0.722412807318468
"PDE10A",0.721126357918811
"HSPB3",0.720983419096627
"ARIH2",0.720554602630074
"MPDZ",0.720268724985706
"RCOR3",0.719982847341338
"CCNY",0.719554030874786
"HADHA",0.719125214408233
"ETV6",0.717124070897656
"CAMKMT",0.716981132075472
"DPH6-AS1",0.716695254431103
"PTEN",0.714408233276158
"NPTN",0.71412235563179
"BMPR2",0.71240708976558
"CDH19",0.71240708976558
"RBMX",0.712264150943396
"R3HDM2",0.712121212121212
"CLCN3",0.711835334476844
"AUH",0.710977701543739
"METTL15",0.710405946255003
"MYCBP2",0.70926243567753
"FBXW11",0.708976558033162
"RB1",0.708118925100057
"UBE3A",0.707975986277873
"PHC3",0.707261292166953
"APBB2",0.70611778158948
"PPP2R5C",0.705831903945112
"TCF25",0.703544882790166
"CADM1",0.703116066323613
"ATP1A2",0.702258433390509
"FOXJ3",0.701686678101772
"SRL",0.701686678101772
"MTR",0.701400800457404
"SQSTM1",0.700400228702115
"PCCA",0.700400228702115
"ABHD18",0.697970268724986
"ITGB1",0.697684391080618
"A2M",0.697541452258433
"HMBOX1",0.697112635791881
"TRAK1",0.696540880503145
"MRPS25",0.696112064036592
"GPBP1",0.694682675814751
"HSDL2",0.694682675814751
"CPEB3",0.693110348770726
"ADAM23",0.692252715837621
"RP11-400K9.4",0.692109777015437
"HSPB1",0.691966838193253
"DENND1B",0.691680960548885
"SNRNP70",0.691252144082333
"DYM",0.690251572327044
"ACSM3",0.688536306460835
"ZNF721",0.687821612349914
"C10orf76",0.687535734705546
"COX5A",0.687535734705546
"ATXN2",0.687249857061178
"DENND1A",0.687106918238994
"ICA1",0.685820468839337
"JAK2",0.685677530017153
"ARHGAP5",0.685391652372784
"RFWD2",0.683390508862207
"CACNA2D3",0.683390508862207
"CTD-2192J16.22",0.682961692395655
"ZNF704",0.682532875929102
"PRPF4B",0.682246998284734
"CNTNAP3B",0.680531732418525
"DIP2B",0.679959977129788
"TMOD1",0.679817038307604
"PYGB",0.679531160663236
"MAT2A",0.679245283018868
"ABCA6",0.678673527730131
"MGEA5",0.678244711263579
"FSD2",0.677958833619211
"PRDM16",0.677387078330475
"BTRC",0.676815323041738
"UACA",0.676672384219554
"C1orf132",0.676243567753002
"UBE2D3",0.676100628930818
"ZNF680",0.676100628930818
"AFF4",0.673956546598056
"NT5C2",0.673956546598056
"RIN2",0.673670668953688
"TBCK",0.673098913664951
"IQCJ-SCHIP1",0.672955974842767
"YAF2",0.672955974842767
"NCEH1",0.672098341909663
"TAX1BP1",0.671526586620926
"PHACTR2",0.670811892510006
"SAMD12",0.670811892510006
"RB1CC1",0.669954259576901
"ADRA1A",0.66852487135506
"CCDC93",0.667667238421955
"HERC2",0.667095483133219
"RASGRP3",0.666523727844483
"CTD-2281M20.1",0.666523727844483
"ATP13A3",0.665523156089194
"BCKDHB",0.665523156089194
"ZNF207",0.665523156089194
"TRIM63",0.664522584333905
"UQCRC2",0.664522584333905
"MKL2",0.664379645511721
"STK39",0.664236706689537
"RC3H1",0.663379073756432
"TNKS",0.663379073756432
"TTC3",0.663379073756432
"ENOSF1",0.662664379645512
"NRDC",0.661377930245855
"GCNT2",0.661234991423671
"TPCN1",0.659376786735277
"SERF2",0.659376786735277
"SCMH1",0.659233847913093
"ATP11A",0.657947398513436
"FRMD3",0.657661520869068
"GABARAPL1",0.657232704402516
"SNX13",0.656803887935963
"USO1",0.655517438536307
"CEP350",0.655231560891938
"PIBF1",0.655088622069754
"SUCLG2",0.654088050314465
"ARFGEF1",0.653945111492281
"SUMF1",0.653516295025729
"ZFYVE16",0.653516295025729
"NCALD",0.653373356203545
"TMEM135",0.653230417381361
"ZNF521",0.652944539736993
"LINC00881",0.652658662092624
"FRMD4A",0.652658662092624
"GHR",0.651943967981704
"GOLGB1",0.651658090337336
"MBTPS1",0.651658090337336
"KIAA1109",0.650800457404231
"SLC38A1",0.650800457404231
"EPN2",0.650228702115495
"SOS1",0.648942252715838
"DPH6",0.647369925671813
"HSD17B12",0.646512292738708
"BCO2",0.646512292738708
"MNAT1",0.64622641509434
"SPAG9",0.645511720983419
"ATP5A1",0.645511720983419
"MEIS1",0.645368782161235
"PITPNC1",0.64451114922813
"MAPK8",0.644082332761578
"ACTN4",0.643939393939394
"NCKAP1",0.643367638650657
"CPQ",0.643224699828473
"SMAP1",0.642938822184105
"MAP4K4",0.642652944539737
"RALGAPA2",0.642652944539737
"ST6GAL1",0.642510005717553
"MTCH1",0.642367066895369
"RPLP1",0.642081189251001
"PTPN4",0.641938250428816
"PAN3",0.641652372784448
"COQ10A",0.641509433962264
"VIPR2",0.640937678673528
"FOXO1",0.64065180102916
"NDUFA4",0.640365923384791
"VLDLR-AS1",0.640365923384791
"COA1",0.640080045740423
"COMMD1",0.639365351629503
"STK38L",0.63822184105203
"SETD2",0.637935963407662
"LRRC39",0.637221269296741
"DOCK3",0.637078330474557
"GSTK1",0.635934819897084
"NPEPPS",0.6357918810749
"WDR7",0.6357918810749
"ADGRB3",0.635506003430532
"HDAC8",0.635506003430532
"HSPG2",0.635363064608348
"KCND3",0.635077186963979
"ATP5D",0.63336192109777
"HMGB1",0.633076043453402
"TRIP12",0.632933104631218
"HSF1",0.63264722698685
"USP28",0.632075471698113
"RAF1",0.631789594053745
"HDAC4",0.629931389365352
"SEMA3C",0.628644939965695
"ATP5C1",0.628359062321326
"TMEM182",0.627072612921669
"CAPN7",0.625929102344197
"DNAJC1",0.625500285877644
"JARID2",0.62535734705546
"FLNC",0.62535734705546
"PPP1R3A",0.624070897655803
"PPIP5K2",0.623070325900515
"TGFBR3",0.62221269296741
"FARS2",0.621497998856489
"UVRAG",0.621355060034305
"ARIH1",0.621069182389937
"ANKRD11",0.620783304745569
"STRN3",0.620640365923385
"DDX24",0.620640365923385
"PDE3B",0.619925671812464
"SEPT2",0.61906803887936
"TAOK3",0.616923956546598
"MT-ND4",0.615780445969125
"FAM13A",0.615637507146941
"PPP3CA",0.615494568324757
"CNOT4",0.614779874213837
"IFRD1",0.614493996569468
"MGP",0.6142081189251
"WDR70",0.612635791881075
"TMEM131",0.612206975414523
"ITSN2",0.611492281303602
"BBX",0.610777587192681
"FAM49B",0.610491709548313
"RAD51B",0.609777015437393
"UTY",0.609491137793025
"EPB41L4A",0.609062321326472
"PUM2",0.608347627215552
"KCNQ1",0.608204688393368
"GNAQ",0.60620354488279
"TSC22D1",0.60620354488279
"TMEM168",0.604631217838765
"LNPEP",0.604345340194397
"TNFRSF19",0.603487707261292
"STRN",0.603201829616924
"RBM25",0.60305889079474
"KIFAP3",0.602487135506003
"ZBTB38",0.602487135506003
"INVS",0.602058319039451
"RP11-381K20.2",0.601629502572899
"CADPS",0.601486563750715
"NEK10",0.601343624928531
"ESYT2",0.600914808461978
"S100A1",0.600485991995426
"CALCOCO2",0.600057175528874
"FLT1",0.598341909662664
"SCAF8",0.59819897084048
"DENND4C",0.59819897084048
"RBM26",0.598056032018296
"NDUFS4",0.597913093196112
"PTBP2",0.597770154373928
"FN1",0.597627215551744
"MARCH6",0.597627215551744
"TMEM165",0.596626643796455
"EEA1",0.596197827329903
"DIP2A",0.59505431675243
"MARCH7",0.594625500285878
"GAS7",0.594339622641509
"HP1BP3",0.593767867352773
"COL4A5",0.593481989708405
"ANAPC16",0.593481989708405
"JPH2",0.592195540308748
"SEC31A",0.59190966266438
"FAM214A",0.59190966266438
"MT-ND5",0.590766152086907
"GTDC1",0.590337335620355
"RAPGEF1",0.590051457975986
"COBLL1",0.589908519153802
"LIMS1",0.589336763865066
"NSD1",0.589336763865066
"HELZ",0.589050886220698
"RP11-121C2.3",0.588479130931961
"SMARCA2",0.588336192109777
"LCOR",0.588050314465409
"GFOD1",0.587907375643225
"ABCA9",0.587764436821041
"MTX2",0.587478559176672
"TRIM55",0.587478559176672
"CADPS2",0.587192681532304
"ZMYND8",0.587192681532304
"STARD7",0.586620926243568
"SLC4A4",0.584476843910806
"VMP1",0.58390508862207
"ASB15",0.583333333333333
"PCGF5",0.582761578044597
"TXNRD1",0.582475700400229
"ATF7IP2",0.581761006289308
"RABGAP1",0.580760434534019
"JAK1",0.580331618067467
"SLC16A1-AS1",0.580045740423099
"GARNL3",0.579902801600915
"STAU2",0.57904516866781
"FBXL20",0.578902229845626
"LAMC1",0.578616352201258
"MED13",0.578616352201258
"SF3B1",0.578473413379074
"TMEM245",0.578044596912521
"PEBP4",0.577615780445969
"CHD6",0.577472841623785
"NEDD4L",0.577186963979417
"PHF20L1",0.576472269868496
"RP11-308N19.1",0.576329331046312
"SLC38A2",0.576329331046312
"CYP2J2",0.576186392224128
"MAML3",0.576043453401944
"EHMT1",0.575614636935392
"TIAM2",0.575471698113208
"RAP1A",0.575328759291023
"RREB1",0.575328759291023
"ARHGAP29",0.575185820468839
"NDUFA10",0.574899942824471
"CUL4A",0.574899942824471
"DSP",0.574471126357919
"WWTR1",0.574328187535735
"SLC41A1",0.574185248713551
"LARP4",0.574185248713551
"SPPL2A",0.57347055460263
"CDK13",0.571755288736421
"ATG7",0.571469411092053
"ATP5L",0.571469411092053
"RAB2A",0.571326472269869
"MKL1",0.571326472269869
"EPAS1",0.571183533447684
"AC002066.1",0.570468839336764
"HIF1A-AS2",0.570468839336764
"PAPOLA",0.569897084048027
"CRIM1",0.568753573470555
"RP11-23P13.6",0.568753573470555
"PARVA",0.568467695826186
"PPP1R13L",0.56789594053745
"MT-ND1",0.567753001715266
"CDK8",0.567038307604345
"IBTK",0.566895368782161
"DOCK1",0.566752429959977
"ASCC3",0.566609491137793
"VIM",0.565608919382504
"CLIC4",0.565323041738136
"UBXN4",0.564894225271584
"ADAMTS9-AS2",0.564179531160663
"UGP2",0.563464837049743
"IL6ST",0.563464837049743
"SLC9A9",0.563178959405375
"NEK1",0.563178959405375
"SUN1",0.562464265294454
"CELF1",0.561892510005718
"ATP8A1",0.561749571183533
"USP25",0.561606632361349
"AC007246.3",0.561463693539165
"RAB7A",0.561177815894797
"ATP9B",0.561177815894797
"CIRBP",0.561177815894797
"SUPT3H",0.560748999428245
"SMC5",0.560463121783876
"PDCD6IP",0.559748427672956
"PID1",0.559605488850772
"GRIP2",0.55917667238422
"ARHGAP21",0.558747855917667
"DOCK9",0.558604917095483
"ERBB2IP",0.558461978273299
"SEPT7",0.558461978273299
"ARFGEF2",0.558033161806747
"ROCK1",0.557890222984563
"RNF13",0.557604345340194
"CLTC",0.557318467695826
"BDP1",0.556889651229274
"ABCA10",0.55674671240709
"RARB",0.556460834762722
"ARHGEF7",0.556317895940537
"REV1",0.555746140651801
"NFYC",0.555460263007433
"ZZZ3",0.555031446540881
"FBXO11",0.554888507718696
"ATAD1",0.554173813607776
"VEZT",0.554173813607776
"ACAP2",0.554030874785592
"PHF3",0.553316180674671
"BPTF",0.553316180674671
"SLC8A1-AS1",0.552601486563751
"C5orf42",0.552029731275014
"OXCT1",0.55188679245283
"IFITM3",0.55188679245283
"CTD-3179P9.1",0.551743853630646
"DHRSX",0.551600914808462
"PGM5P2",0.551600914808462
"CPSF6",0.551315037164094
"WDR33",0.550314465408805
"B4GALT1",0.550314465408805
"RBM33",0.549885648942253
"PPA2",0.549742710120069
"UBE2D2",0.549599771297885
"ATE1",0.5494568324757
"CAV1",0.549313893653516
"TFPI",0.549028016009148
"SLC25A27",0.549028016009148
"GATA6",0.548885077186964
"YTHDC2",0.548170383076043
"CD99",0.547884505431675
"SRRM1",0.547741566609491
"PLEKHA7",0.547455688965123
"CFD",0.547312750142939
"MGST3",0.547169811320755
"RP11-96H19.1",0.546883933676387
"CLK4",0.546169239565466
"GLG1",0.546026300743282
"ATAD2B",0.54559748427673
"FAM120B",0.545168667810177
"GIGYF2",0.545025728987993
"TFDP2",0.544739851343625
"PACS1",0.544311034877073
"ATXN10",0.544311034877073
"PTPRB",0.544025157232704
"PRRC2C",0.54388221841052
"ADGRL3",0.543596340766152
"UBE2B",0.543596340766152
"SRSF2",0.5431675242996
"IQGAP1",0.542595769010863
"TBC1D22A",0.542166952544311
"ARID4B",0.542024013722127
"OCIAD1",0.542024013722127
"CEP112",0.540880503144654
"RP11-37B2.1",0.540451686678102
"UPF3A",0.540308747855918
"XPO4",0.540022870211549
"LARP4B",0.539736992567181
"SLTM",0.539308176100629
"UBE2K",0.538593481989708
"XRN1",0.538021726700972
"ITSN1",0.537735849056604
"FOXP2",0.537164093767867
"C7orf60",0.536878216123499
"SLC5A1",0.536306460834763
"KIAA0319L",0.536020583190394
"KIAA0368",0.536020583190394
"CASZ1",0.53587764436821
"KIAA0922",0.535448827901658
"AGL",0.535020011435106
"HUWE1",0.534591194968553
"SLC12A7",0.534019439679817
"PKP4",0.533304745568897
"RSF1",0.532875929102344
"SGIP1",0.532161234991424
"SDK1",0.53201829616924
"LENG8",0.53201829616924
"H3F3B",0.531875357347055
"GBAS",0.531446540880503
"CALCRL",0.531160663236135
"LRCH3",0.531160663236135
"COX7C",0.530874785591767
"ZNF385D",0.530445969125214
"ITGA7",0.52958833619211
"SMPX",0.529445397369926
"MAP2K5",0.529302458547742
"ZFR",0.528158947970269
"ZNF208",0.5278730703259
"ZNF431",0.527444253859348
"ZC3H11A",0.52715837621498
"RIC1",0.52715837621498
"PTPRE",0.52715837621498
"ZNF609",0.526729559748428
"WWC2",0.526443682104059
"NNT-AS1",0.526300743281875
"RHOQ",0.525871926815323
"IDH2",0.52472841623785
"ATP1A1",0.524299599771298
"MAN1A1",0.52401372212693
"SFPQ",0.523441966838193
"MRAS",0.523013150371641
"POPDC2",0.522727272727273
"RASSF4",0.522727272727273
"C2CD5",0.522155517438536
"WAC",0.521726700971984
"UBR1",0.521297884505432
"CNBP",0.521154945683248
"SMG6",0.521154945683248
"RPL3L",0.520726129216695
"PKIA",0.520440251572327
"ST5",0.520440251572327
"WDR37",0.520154373927959
"PHC2",0.520011435105775
"HERC3",0.519725557461406
"MAMDC2",0.519010863350486
"DAB1",0.518867924528302
"EPB41L2",0.518867924528302
"SPTAN1",0.518867924528302
"MAP3K4",0.518724985706118
"SRSF4",0.518010291595197
"FAM160A1",0.517867352773013
"SDHA",0.517867352773013
"CEP170",0.517581475128645
"PRRC2B",0.517581475128645
"DMXL1",0.517438536306461
"ABR",0.517438536306461
"ZMYM4",0.516866781017724
"RP11-679C8.2",0.51672384219554
"ACSL1",0.51672384219554
"RHOT1",0.516580903373356
"TMEM38B",0.516437964551172
"C7",0.51600914808462
"WIPI1",0.515294453973699
"ME3",0.515008576329331
"CYC1",0.514865637507147
"CEP192",0.514722698684963
"GAB2",0.514436821040595
"RASA1",0.514293882218411
"UBR4",0.514150943396226
"EHBP1",0.513865065751858
"ATM",0.51357918810749
"HIVEP2",0.513007432818754
"IMMT",0.512578616352201
"KBTBD12",0.512578616352201
"PIK3C2A",0.512435677530017
"CRTC3",0.511720983419097
"RGS5",0.511578044596912
"SASH1",0.511578044596912
"RPS6KA2",0.511435105774728
"BBS9",0.511006289308176
"HSPB8",0.510863350485992
"ZNF330",0.510577472841624
"GABRB1",0.510148656375071
"CNOT2",0.510148656375071
"NDUFS1",0.510005717552887
"SFMBT2",0.509862778730703
"AP3B1",0.509433962264151
"RCSD1",0.508576329331046
"EMCN",0.508147512864494
"UGGT2",0.507718696397942
"UNC13B",0.507432818753573
"AGO3",0.506718124642653
"UBC",0.506575185820469
"BZW2",0.506146369353917
"SSFA2",0.50557461406518
"WHSC1L1",0.505288736420812
"ABI2",0.505002858776444
"CEP85L",0.50485991995426
"FLNA",0.50485991995426
"AHNAK",0.504574042309891
"COL21A1",0.504145225843339
"MAGED1",0.503859348198971
"CAPS2",0.503859348198971
"CNTNAP3",0.503716409376787
"POGZ",0.503430531732418
"TGM2",0.503430531732418
"GOLIM4",0.50314465408805
"NDFIP1",0.50314465408805
"GAS6",0.503001715265866
"GRIK2",0.502572898799314
"SLC25A13",0.502287021154946
"ABLIM3",0.502001143510577
"EGFL7",0.502001143510577
"ANO2",0.502001143510577
"ITPR1",0.501858204688393
"PNN",0.501429388221841
"ARHGAP17",0.501429388221841
"ABCD3",0.501000571755289
